id,side,price,qty
1362,BUY,100,99
1363,SELL,97,87
1364,SELL,102,55
1365,SELL,103,71
1366,BUY,100,62
1367,SELL,97,46
1368,BUY,100,43
1369,SELL,96,95
1370,BUY,104,22
1371,BUY,96,47
1372,BUY,99,47
1373,BUY,103,55
1374,SELL,95,79
1375,BUY,96,81
1376,SELL,100,98
1377,SELL,103,79
1378,SELL,97,34
1379,SELL,104,17
1380,BUY,98,76
1381,BUY,103,52
1382,SELL,97,13
1383,BUY,102,88
1384,SELL,104,26
1385,SELL,105,46
1386,BUY,105,76
1387,BUY,101,3
1388,BUY,95,10
1389,SELL,98,91
1390,SELL,100,40
1391,SELL,103,11
1392,SELL,102,46
1393,BUY,99,39
1394,SELL,103,45
1395,BUY,97,21
1396,SELL,100,10
1397,SELL,98,80
1398,BUY,101,28
1399,BUY,98,80
1400,BUY,99,20
1401,BUY,104,54
1402,BUY,96,45
1403,BUY,101,80
1404,SELL,98,62
1405,BUY,98,91
1406,BUY,98,17
1407,BUY,100,15
1408,BUY,97,4
1409,SELL,99,90
1410,BUY,102,83
1411,SELL,98,45
1412,BUY,101,97
1413,SELL,104,89
1414,SELL,103,74
1415,BUY,98,97
1416,BUY,99,49
1417,BUY,96,67
1418,BUY,101,33
1419,SELL,105,89
1420,BUY,99,66
1421,SELL,96,2
1422,BUY,101,10
1423,BUY,95,72
1424,BUY,104,21
1425,SELL,99,74
1426,BUY,97,34
1427,BUY,98,82
1428,BUY,100,12
1429,BUY,103,32
1430,BUY,100,91
1431,BUY,102,46
1432,SELL,98,26
1433,SELL,104,83
1434,BUY,98,53
1435,SELL,97,72
1436,SELL,104,9
1437,SELL,102,24
1438,SELL,96,91
1439,SELL,103,46
1440,SELL,103,62
1441,BUY,99,63
1442,BUY,98,74
1443,BUY,103,48
1444,BUY,105,26
1445,BUY,95,13
1446,BUY,102,11
1447,SELL,98,69
1448,SELL,95,69
1449,SELL,96,86
1450,BUY,97,100
1451,BUY,95,28
1452,SELL,102,35
1453,BUY,104,52
1454,SELL,98,37
1455,SELL,95,4
1456,BUY,98,41
1457,BUY,103,94
1458,BUY,104,24
1459,BUY,103,79
1460,SELL,102,90
1461,SELL,102,91
1462,BUY,102,1
1463,BUY,96,12
1464,SELL,99,38
1465,SELL,97,87
1466,SELL,101,13
1467,SELL,99,98
1468,BUY,96,48
1469,SELL,95,5
1470,SELL,103,3
1471,BUY,105,29
1472,SELL,104,71
1473,SELL,105,92
1474,BUY,103,70
1475,BUY,104,2
1476,BUY,105,63
1477,BUY,101,31
1478,BUY,104,54
1479,SELL,101,88
1480,SELL,96,22
1481,BUY,96,55
1482,SELL,96,27
1483,SELL,95,2
1484,BUY,100,29
1485,SELL,104,60
1486,SELL,98,23
1487,SELL,103,75
1488,BUY,95,7
1489,BUY,104,86
1490,BUY,102,34
1491,BUY,98,90
1492,BUY,97,63
1493,SELL,100,24
1494,BUY,103,29
1495,SELL,99,59
1496,SELL,105,79
1497,BUY,101,53
1498,BUY,95,26
1499,BUY,97,60
1500,SELL,96,74
1501,SELL,100,91
1502,SELL,102,87
1503,BUY,95,88
1504,BUY,101,3
1505,BUY,102,44
1506,SELL,98,92
1507,SELL,100,78
1508,SELL,101,35
1509,BUY,96,45
1510,SELL,101,95
1511,BUY,99,60
1512,BUY,102,64
1513,SELL,102,52
1514,SELL,96,24
1515,SELL,103,49
1516,BUY,102,27
1517,BUY,97,61
1518,SELL,103,99
1519,BUY,97,64
1520,SELL,95,90
1521,SELL,95,37
1522,SELL,100,61
1523,SELL,104,15
1524,SELL,98,47
1525,BUY,99,34
1526,SELL,100,63
1527,SELL,100,62
1528,SELL,98,48
1529,SELL,101,52
1530,BUY,95,86
1531,SELL,95,22
1532,BUY,95,85
1533,SELL,98,34
1534,SELL,103,44
1535,BUY,97,52
1536,SELL,98,5
1537,BUY,98,40
1538,BUY,95,29
1539,BUY,104,12
1540,BUY,98,88
1541,BUY,101,88
1542,SELL,100,68
1543,BUY,95,100
1544,SELL,96,93
1545,SELL,96,40
1546,SELL,99,73
1547,SELL,104,91
1548,BUY,102,26
1549,BUY,102,31
1550,SELL,104,72
1551,BUY,105,83
1552,BUY,95,87
1553,BUY,95,6
1554,BUY,97,83
1555,SELL,95,61
1556,BUY,102,26
1557,SELL,102,39
1558,BUY,100,67
1559,SELL,96,13
1560,BUY,99,55
1561,BUY,104,8
1562,SELL,95,33
1563,SELL,103,95
1564,SELL,102,65
1565,BUY,102,37
1566,BUY,101,60
1567,SELL,100,64
1568,SELL,105,12
1569,BUY,96,88
1570,SELL,102,64
1571,SELL,103,91
1572,BUY,95,83
1573,BUY,105,15
1574,BUY,95,70
1575,SELL,100,30
1576,SELL,100,9
1577,BUY,99,5
1578,BUY,96,81
1579,BUY,97,35
1580,SELL,103,82
1581,BUY,95,85
1582,SELL,102,86
1583,SELL,99,68
1584,SELL,98,55
1585,SELL,104,79
1586,BUY,99,23
1587,BUY,99,83
1588,SELL,104,58
1589,BUY,103,44
1590,SELL,98,89
1591,BUY,95,38
1592,SELL,101,3
1593,BUY,99,69
1594,BUY,99,52
1595,SELL,96,44
1596,BUY,96,5
1597,BUY,103,35
1598,BUY,96,34
1599,SELL,100,65
1600,SELL,102,1
1601,SELL,99,8
1602,BUY,99,60
1603,SELL,96,68
1604,BUY,101,54
1605,SELL,104,22
1606,BUY,105,56
1607,SELL,96,69
1608,SELL,96,98
1609,SELL,97,3
1610,BUY,100,54
1611,BUY,96,39
1612,SELL,95,21
1613,SELL,105,39
1614,SELL,96,40
1615,SELL,98,76
1616,SELL,100,49
1617,SELL,96,91
1618,BUY,96,38
1619,BUY,99,32
1620,SELL,104,45
1621,BUY,105,83
1622,BUY,105,9
1623,SELL,101,97
1624,SELL,99,4
1625,SELL,105,35
1626,BUY,100,99
1627,SELL,100,56
1628,BUY,100,17
1629,BUY,97,84
1630,BUY,99,36
1631,SELL,104,26
1632,BUY,97,18
1633,SELL,100,35
1634,BUY,97,24
1635,BUY,104,56
1636,BUY,98,17
1637,BUY,101,14
1638,BUY,99,16
1639,BUY,103,49
1640,SELL,99,79
1641,BUY,103,89
1642,SELL,101,33
1643,BUY,103,63
1644,SELL,97,74
1645,SELL,96,4
1646,BUY,100,72
1647,BUY,104,23
1648,SELL,105,60
1649,BUY,101,73
1650,SELL,100,46
1651,BUY,95,14
1652,BUY,103,55
1653,SELL,95,80
1654,BUY,98,47
1655,BUY,95,95
1656,BUY,96,95
1657,SELL,100,99
1658,SELL,100,76
1659,BUY,100,59
1660,SELL,99,50
1661,SELL,100,21
1662,BUY,103,45
1663,SELL,101,52
1664,BUY,100,37
1665,BUY,102,87
1666,BUY,105,46
1667,SELL,99,83
1668,BUY,103,60
1669,BUY,103,96
1670,SELL,97,100
1671,SELL,95,86
1672,SELL,99,65
1673,BUY,98,90
1674,SELL,95,32
1675,BUY,97,45
1676,SELL,100,98
1677,BUY,97,93
1678,BUY,95,77
1679,SELL,105,69
1680,SELL,102,88
1681,BUY,100,14
1682,BUY,98,65
1683,SELL,104,81
1684,SELL,98,74
1685,SELL,100,96
1686,BUY,95,100
1687,BUY,97,68
1688,BUY,104,9
1689,SELL,95,2
1690,SELL,103,35
1691,BUY,101,75
1692,SELL,96,1
1693,BUY,105,77
1694,BUY,102,81
1695,BUY,104,85
1696,BUY,101,11
1697,SELL,99,49
1698,BUY,95,29
1699,SELL,102,41
1700,SELL,95,31
1701,SELL,101,12
1702,BUY,103,58
1703,BUY,102,8
1704,SELL,105,11
1705,BUY,104,30
1706,BUY,95,12
1707,BUY,104,80
1708,SELL,102,48
1709,SELL,96,8
1710,BUY,99,67
1711,SELL,97,24
1712,BUY,98,41
1713,BUY,98,93
1714,SELL,99,27
1715,BUY,95,33
1716,BUY,100,85
1717,SELL,101,65
1718,SELL,105,4
1719,BUY,97,36
1720,SELL,102,76
1721,SELL,97,89
1722,BUY,100,87
1723,SELL,99,59
1724,BUY,101,56
1725,SELL,102,69
1726,BUY,97,47
1727,BUY,97,83
1728,SELL,103,29
1729,BUY,101,53
1730,SELL,96,92
1731,BUY,102,28
1732,SELL,100,16
1733,SELL,104,14
1734,BUY,101,73
1735,SELL,97,75
1736,SELL,98,11
1737,SELL,97,52
1738,BUY,95,72
1739,SELL,101,71
1740,BUY,95,59
1741,BUY,100,1
1742,SELL,97,95
1743,BUY,95,32
1744,BUY,96,83
1745,SELL,96,28
1746,BUY,104,87
1747,SELL,101,79
1748,BUY,104,95
1749,SELL,99,91
1750,SELL,99,94
1751,BUY,102,9
1752,SELL,102,5
1753,SELL,101,39
1754,BUY,101,85
1755,BUY,102,1
1756,SELL,96,26
1757,BUY,104,67
1758,SELL,105,28
1759,BUY,96,96
1760,BUY,102,95
1761,SELL,97,11
1762,SELL,103,64
1763,BUY,105,5
1764,SELL,98,50
1765,BUY,99,51
1766,BUY,99,48
1767,SELL,96,21
1768,BUY,99,78
1769,SELL,95,6
1770,BUY,103,19
1771,SELL,101,83
1772,SELL,104,72
1773,SELL,99,66
1774,BUY,100,74
1775,BUY,102,22
1776,BUY,102,76
1777,BUY,95,30
1778,SELL,96,94
1779,BUY,96,74
1780,BUY,98,98
1781,BUY,95,40
1782,BUY,102,47
1783,SELL,101,90
1784,SELL,98,5
1785,SELL,102,6
1786,BUY,96,79
1787,BUY,100,27
1788,SELL,104,69
1789,SELL,97,38
1790,BUY,98,84
1791,SELL,102,13
1792,BUY,99,4
1793,SELL,103,41
1794,SELL,100,91
1795,BUY,97,1
1796,BUY,100,88
1797,BUY,95,52
1798,SELL,102,77
1799,SELL,100,78
1800,SELL,103,22
1801,BUY,96,98
1802,BUY,96,58
1803,SELL,95,78
1804,SELL,103,37
1805,SELL,96,27
1806,SELL,95,34
1807,SELL,98,78
1808,BUY,100,23
1809,SELL,102,38
1810,BUY,95,57
1811,SELL,102,65
1812,BUY,105,88
1813,BUY,102,3
1814,BUY,104,83
1815,BUY,101,79
1816,SELL,100,21
1817,SELL,96,31
1818,BUY,95,72
1819,SELL,105,25
1820,BUY,100,48
1821,BUY,95,48
1822,BUY,95,59
1823,BUY,105,95
1824,SELL,103,54
1825,BUY,102,55
1826,BUY,105,57
1827,SELL,103,37
1828,SELL,97,73
1829,SELL,101,15
1830,BUY,101,85
1831,BUY,98,58
1832,SELL,96,99
1833,BUY,100,64
1834,BUY,99,17
1835,BUY,102,26
1836,BUY,98,95
1837,BUY,98,30
1838,BUY,100,54
1839,BUY,95,71
1840,BUY,95,70
1841,SELL,105,1
1842,SELL,101,24
1843,SELL,95,14
1844,SELL,105,31
1845,BUY,103,25
1846,SELL,100,95
1847,BUY,105,8
1848,BUY,98,93
1849,BUY,103,46
1850,BUY,101,19
1851,SELL,100,5
1852,BUY,96,87
1853,SELL,100,21
1854,BUY,95,68
1855,BUY,96,99
1856,BUY,103,53
1857,BUY,99,25
1858,BUY,105,11
1859,SELL,102,96
1860,SELL,105,41
1861,BUY,105,99
1862,BUY,101,22
1863,SELL,100,44
1864,BUY,101,18
1865,SELL,97,63
1866,SELL,105,2
1867,SELL,104,80
1868,BUY,104,36
1869,BUY,102,97
1870,SELL,100,96
1871,BUY,105,76
1872,SELL,96,86
1873,SELL,103,72
1874,SELL,97,24
1875,BUY,100,67
1876,BUY,96,97
1877,BUY,103,78
1878,BUY,100,61
1879,SELL,104,1
1880,BUY,98,38
1881,BUY,101,23
1882,BUY,101,5
1883,SELL,103,33
1884,SELL,104,52
1885,BUY,103,10
1886,SELL,99,25
1887,SELL,99,49
1888,BUY,102,1
1889,SELL,104,29
1890,SELL,99,100
1891,BUY,105,100
1892,SELL,95,52
1893,BUY,100,38
1894,BUY,99,10
1895,BUY,95,92
1896,SELL,105,45
1897,BUY,98,36
1898,BUY,103,100
1899,SELL,99,57
1900,BUY,98,42
1901,BUY,104,25
1902,BUY,97,88
1903,BUY,105,11
1904,SELL,100,84
1905,SELL,103,4
1906,SELL,95,96
1907,SELL,96,87
1908,BUY,98,23
1909,BUY,99,59
1910,BUY,99,57
1911,BUY,99,52
1912,SELL,103,84
1913,SELL,96,36
1914,SELL,104,91
1915,BUY,104,90
1916,SELL,99,77
1917,BUY,104,48
1918,BUY,100,55
1919,SELL,97,60
1920,SELL,97,30
1921,SELL,101,86
1922,SELL,97,64
1923,SELL,99,7
1924,SELL,105,88
1925,BUY,100,41
1926,SELL,103,83
1927,BUY,95,34
1928,BUY,102,78
1929,BUY,98,66
1930,BUY,96,52
1931,BUY,100,54
1932,SELL,98,30
1933,SELL,105,4
1934,SELL,96,55
1935,BUY,100,1
1936,BUY,99,7
1937,BUY,98,6
1938,BUY,105,21
1939,SELL,97,31
1940,SELL,98,44
1941,SELL,104,1
1942,SELL,103,20
1943,BUY,98,23
1944,BUY,102,65
1945,BUY,99,85
1946,BUY,99,61
1947,SELL,104,33
1948,BUY,102,26
1949,BUY,97,19
1950,SELL,99,34
1951,BUY,105,81
1952,SELL,105,23
1953,BUY,103,40
1954,BUY,101,15
1955,BUY,99,8
1956,SELL,100,76
1957,BUY,95,17
1958,SELL,103,52
1959,BUY,97,96
1960,BUY,95,49
1961,SELL,98,61
1962,BUY,98,64
1963,BUY,96,76
1964,BUY,96,79
1965,BUY,102,51
1966,SELL,99,98
1967,BUY,99,83
1968,SELL,102,19
1969,BUY,96,47
1970,BUY,105,13
1971,BUY,96,73
1972,BUY,104,35
1973,SELL,95,81
1974,SELL,97,15
1975,SELL,97,34
1976,BUY,105,16
1977,BUY,96,71
1978,BUY,102,68
1979,BUY,99,95
1980,BUY,100,32
1981,SELL,100,17
1982,BUY,103,39
1983,BUY,104,39
1984,SELL,95,79
1985,BUY,96,2
1986,BUY,102,62
1987,BUY,104,44
1988,SELL,97,56
1989,BUY,100,82
1990,BUY,101,54
1991,BUY,100,6
1992,SELL,100,31
1993,BUY,100,87
1994,SELL,96,97
1995,BUY,102,56
1996,BUY,99,23
1997,SELL,104,87
1998,BUY,96,68
1999,SELL,101,30
2000,SELL,104,82
2001,BUY,100,80
2002,SELL,97,32
2003,BUY,105,58
2004,BUY,104,99
2005,BUY,101,2
2006,SELL,102,17
2007,SELL,97,55
2008,SELL,98,40
2009,SELL,97,36
2010,SELL,101,94
2011,SELL,99,74
2012,BUY,99,61
2013,SELL,97,79
2014,SELL,98,9
2015,SELL,98,69
2016,BUY,98,8
2017,SELL,97,38
2018,SELL,105,99
2019,BUY,103,68
2020,BUY,101,12
2021,SELL,103,42
2022,BUY,103,61
2023,SELL,105,28
2024,SELL,98,95
2025,SELL,105,99
2026,SELL,95,46
2027,BUY,105,18
2028,SELL,105,55
2029,SELL,105,41
2030,BUY,103,19
2031,BUY,101,43
2032,SELL,98,52
2033,SELL,95,27
2034,BUY,97,52
2035,SELL,103,27
2036,BUY,98,55
2037,BUY,102,97
2038,SELL,101,60
2039,SELL,96,8
2040,BUY,105,7
2041,SELL,99,10
2042,BUY,101,46
2043,BUY,96,65
2044,BUY,97,65
2045,SELL,102,97
2046,SELL,97,57
2047,BUY,99,71
2048,BUY,101,59
2049,SELL,100,28
2050,SELL,101,1
2051,BUY,96,95
2052,SELL,96,45
2053,SELL,101,95
2054,SELL,103,94
2055,BUY,95,21
2056,BUY,101,63
2057,BUY,99,69
2058,SELL,99,63
2059,SELL,99,59
2060,BUY,97,55
2061,SELL,105,96
2062,SELL,99,73
2063,BUY,101,19
2064,BUY,102,22
2065,BUY,102,11
2066,SELL,95,75
2067,SELL,98,10
2068,BUY,103,9
2069,BUY,103,44
2070,BUY,97,82
2071,SELL,100,73
2072,SELL,95,100
2073,BUY,97,62
2074,BUY,102,68
2075,SELL,102,72
2076,SELL,96,66
2077,SELL,104,88
2078,SELL,103,92
2079,SELL,95,25
2080,SELL,97,2
2081,SELL,95,25
2082,BUY,95,36
2083,SELL,99,74
2084,SELL,101,60
2085,BUY,101,9
2086,SELL,105,34
2087,BUY,104,81
2088,SELL,104,50
2089,BUY,98,55
2090,BUY,97,40
2091,BUY,100,75
2092,SELL,103,99
2093,BUY,98,7
2094,BUY,99,43
2095,BUY,97,59
2096,BUY,100,34
2097,SELL,104,37
2098,BUY,104,86
2099,BUY,95,79
2100,BUY,99,42
2101,BUY,104,25
2102,BUY,102,84
2103,SELL,100,45
2104,BUY,102,15
2105,BUY,103,7
2106,SELL,104,51
2107,SELL,103,45
2108,BUY,95,21
2109,SELL,101,51
2110,SELL,95,47
2111,SELL,95,93
2112,SELL,96,29
2113,BUY,102,41
2114,SELL,102,41
2115,SELL,105,16
2116,SELL,96,52
2117,SELL,103,19
2118,BUY,102,75
2119,BUY,102,82
2120,BUY,102,45
2121,SELL,103,29
2122,SELL,98,93
2123,SELL,99,52
2124,BUY,100,26
2125,SELL,103,36
2126,SELL,104,88
2127,BUY,104,31
2128,SELL,105,81
2129,BUY,103,33
2130,BUY,98,38
2131,BUY,97,95
2132,SELL,104,32
2133,SELL,104,40
2134,SELL,101,83
2135,BUY,98,20
2136,BUY,104,80
2137,BUY,104,84
2138,SELL,104,47
2139,BUY,99,44
2140,SELL,101,30
2141,SELL,100,68
2142,SELL,96,73
2143,BUY,99,23
2144,SELL,96,43
2145,SELL,103,1
2146,BUY,102,54
2147,BUY,103,52
2148,SELL,96,55
2149,SELL,98,2
2150,SELL,96,74
2151,BUY,104,25
2152,SELL,98,64
2153,SELL,101,23
2154,SELL,100,22
2155,BUY,98,25
2156,SELL,95,25
2157,SELL,97,24
2158,SELL,97,75
2159,BUY,101,62
2160,BUY,101,42
2161,SELL,103,43
2162,BUY,100,68
2163,BUY,99,71
2164,BUY,96,21
2165,BUY,98,42
2166,BUY,104,58
2167,BUY,95,54
2168,BUY,96,70
2169,BUY,100,12
2170,BUY,98,44
2171,SELL,105,70
2172,BUY,97,12
2173,SELL,103,90
2174,BUY,97,78
2175,BUY,105,42
2176,BUY,95,62
2177,BUY,104,7
2178,BUY,100,41
2179,BUY,104,63
2180,SELL,102,72
2181,SELL,104,1
2182,BUY,102,70
2183,BUY,103,84
2184,SELL,104,88
2185,BUY,97,49
2186,SELL,98,29
2187,BUY,100,46
2188,BUY,97,83
2189,BUY,99,89
2190,SELL,100,2
2191,SELL,99,39
2192,BUY,103,2
2193,BUY,98,21
2194,SELL,95,5
2195,BUY,100,39
2196,SELL,100,75
2197,BUY,104,7
2198,BUY,102,99
2199,SELL,99,38
2200,BUY,103,99
2201,SELL,97,100
2202,BUY,101,5
2203,SELL,99,23
2204,SELL,98,73
2205,SELL,101,7
2206,BUY,99,38
2207,SELL,99,73
2208,SELL,102,35
2209,BUY,105,1
2210,SELL,97,84
2211,BUY,104,49
2212,SELL,95,64
2213,BUY,96,78
2214,SELL,101,5
2215,SELL,101,77
2216,SELL,101,55
2217,BUY,100,76
2218,SELL,103,68
2219,BUY,103,15
2220,SELL,102,21
2221,BUY,102,75
2222,SELL,96,67
2223,SELL,98,90
2224,SELL,103,16
2225,BUY,97,76
2226,BUY,101,44
2227,BUY,103,89
2228,BUY,101,55
2229,BUY,103,16
2230,SELL,100,42
2231,BUY,102,28
2232,SELL,97,59
2233,SELL,97,25
2234,BUY,97,87
2235,SELL,104,91
2236,BUY,100,75
2237,SELL,101,8
2238,BUY,102,14
2239,SELL,99,83
2240,SELL,102,96
2241,BUY,99,28
2242,BUY,102,54
2243,SELL,102,94
2244,BUY,102,23
2245,SELL,100,27
2246,BUY,97,47
2247,BUY,98,22
2248,BUY,101,83
2249,SELL,95,67
2250,BUY,103,83
2251,BUY,100,77
2252,BUY,97,79
2253,SELL,103,70
2254,BUY,99,16
2255,SELL,97,4
2256,SELL,97,27
2257,SELL,99,88
2258,BUY,97,83
2259,BUY,101,4
2260,BUY,102,79
2261,SELL,99,90
2262,SELL,104,52
2263,SELL,103,91
2264,SELL,105,67
2265,BUY,96,85
2266,BUY,97,82
2267,BUY,102,7
2268,BUY,96,83
2269,BUY,104,33
2270,BUY,103,81
2271,BUY,102,86
2272,SELL,105,47
2273,SELL,101,5
2274,SELL,99,32
2275,SELL,105,3
2276,BUY,98,85
2277,BUY,99,57
2278,SELL,98,9
2279,BUY,98,24
2280,SELL,95,2
2281,BUY,105,63
2282,BUY,103,31
2283,SELL,96,84
2284,BUY,101,1
2285,BUY,105,63
2286,SELL,104,41
2287,BUY,99,59
2288,SELL,105,64
2289,BUY,103,45
2290,BUY,102,14
2291,SELL,101,23
2292,BUY,101,87
2293,BUY,99,93
2294,SELL,98,62
2295,BUY,101,22
2296,SELL,105,45
2297,BUY,100,65
2298,BUY,103,47
2299,BUY,105,60
2300,BUY,95,95
2301,SELL,104,68
2302,SELL,102,87
2303,SELL,96,95
2304,BUY,96,64
2305,BUY,95,70
2306,BUY,102,98
2307,BUY,95,28
2308,BUY,96,75
2309,BUY,103,60
2310,SELL,96,21
2311,BUY,95,46
2312,BUY,102,46
2313,BUY,105,17
2314,SELL,95,69
2315,BUY,95,61
2316,SELL,102,46
2317,BUY,100,81
2318,BUY,105,92
2319,BUY,102,49
2320,BUY,99,89
2321,SELL,101,58
2322,BUY,98,65
2323,BUY,95,59
2324,BUY,101,10
2325,SELL,101,6
2326,BUY,95,7
2327,SELL,97,9
2328,BUY,101,62
2329,BUY,97,89
2330,BUY,102,60
2331,SELL,100,87
2332,BUY,104,69
2333,SELL,99,74
2334,BUY,98,89
2335,BUY,96,100
2336,SELL,95,22
2337,BUY,102,63
2338,BUY,105,62
2339,SELL,105,85
2340,BUY,95,13
2341,SELL,98,7
2342,SELL,105,40
2343,BUY,102,86
2344,BUY,105,31
2345,SELL,101,39
2346,BUY,95,42
2347,SELL,96,23
2348,SELL,100,6
2349,SELL,105,11
2350,SELL,96,44
2351,SELL,100,98
2352,BUY,103,17
2353,BUY,96,44
2354,SELL,98,16
2355,BUY,97,33
2356,BUY,98,22
2357,SELL,95,13
2358,BUY,97,37
2359,SELL,98,68
2360,SELL,95,98
2361,SELL,96,81
2362,BUY,96,78
2363,SELL,95,87
2364,BUY,96,28
2365,SELL,96,49
2366,BUY,98,71
2367,BUY,101,81
2368,SELL,96,48
2369,BUY,103,51
2370,SELL,96,32
2371,BUY,95,28
2372,SELL,100,88
2373,SELL,99,46
2374,BUY,98,40
2375,BUY,102,6
2376,SELL,99,37
2377,SELL,97,73
2378,SELL,101,55
2379,BUY,105,78
2380,BUY,104,20
2381,SELL,95,54
2382,SELL,104,57
2383,BUY,103,89
2384,BUY,99,2
2385,SELL,100,49
2386,SELL,103,66
2387,SELL,101,49
2388,BUY,104,66
2389,SELL,96,86
2390,BUY,99,13
2391,SELL,102,46
2392,SELL,103,52
2393,SELL,104,20
2394,BUY,105,82
2395,SELL,100,57
2396,BUY,101,52
2397,SELL,104,65
2398,SELL,97,98
2399,BUY,105,38
2400,BUY,102,28
2401,SELL,96,58
2402,BUY,97,17
2403,SELL,104,22
2404,SELL,97,41
2405,BUY,104,29
2406,BUY,105,58
2407,BUY,101,58
2408,SELL,96,79
2409,SELL,97,80
2410,BUY,99,90
2411,SELL,98,56
2412,BUY,104,58
2413,BUY,98,18
2414,BUY,102,3
2415,SELL,97,22
2416,BUY,104,53
2417,SELL,101,27
2418,BUY,95,63
2419,BUY,101,80
2420,SELL,101,38
2421,BUY,97,16
2422,SELL,100,56
2423,SELL,97,10
2424,SELL,100,24
2425,BUY,105,5
2426,BUY,98,61
2427,SELL,105,24
2428,BUY,104,59
2429,SELL,95,47
2430,BUY,103,71
2431,SELL,101,49
2432,BUY,99,52
2433,BUY,102,100
2434,BUY,103,38
2435,SELL,102,83
2436,SELL,96,68
2437,SELL,103,21
2438,SELL,98,65
2439,BUY,97,62
2440,BUY,105,47
2441,BUY,103,51
2442,SELL,95,63
2443,SELL,98,56
2444,BUY,99,93
2445,BUY,105,17
2446,BUY,95,76
2447,SELL,97,24
2448,SELL,95,47
2449,BUY,103,12
2450,BUY,101,19
2451,SELL,105,18
2452,BUY,99,62
2453,BUY,97,40
2454,SELL,103,57
2455,SELL,102,78
2456,SELL,97,56
2457,BUY,104,57
2458,BUY,105,93
2459,SELL,99,7
2460,SELL,95,75
2461,BUY,99,53
2462,SELL,103,29
2463,SELL,99,35
2464,SELL,95,34
2465,BUY,98,67
2466,SELL,105,64
2467,SELL,101,62
2468,BUY,102,20
2469,SELL,98,85
2470,BUY,105,60
2471,BUY,100,74
2472,SELL,98,92
2473,SELL,98,97
2474,SELL,95,68
2475,BUY,100,71
2476,SELL,101,44
2477,BUY,103,32
2478,SELL,98,15
2479,SELL,98,45
2480,BUY,97,9
2481,SELL,105,84
2482,BUY,105,99
2483,SELL,105,38
2484,SELL,105,20
2485,SELL,96,10
2486,SELL,96,72
2487,BUY,98,16
2488,SELL,105,45
2489,SELL,105,51
2490,SELL,97,1
2491,SELL,95,67
2492,BUY,103,65
2493,BUY,98,58
2494,SELL,104,30
2495,BUY,96,76
2496,BUY,95,79
2497,SELL,100,22
2498,BUY,102,25
2499,SELL,102,41
2500,BUY,104,36
2501,BUY,103,91
2502,SELL,98,30
2503,BUY,96,28
2504,SELL,97,73
2505,SELL,105,35
2506,BUY,99,87
2507,BUY,104,12
2508,SELL,103,49
2509,BUY,96,29
2510,BUY,100,95
2511,SELL,96,60
2512,BUY,99,64
2513,SELL,101,12
2514,SELL,101,36
2515,BUY,95,35
2516,SELL,103,2
2517,BUY,101,94
2518,SELL,104,88
2519,BUY,100,66
2520,BUY,104,42
2521,SELL,101,33
2522,BUY,95,9
2523,BUY,97,81
2524,BUY,96,10
2525,BUY,95,47
2526,SELL,96,10
2527,BUY,101,22
2528,SELL,95,90
2529,BUY,103,74
2530,BUY,95,62
2531,BUY,104,54
2532,SELL,96,88
2533,SELL,103,57
2534,BUY,98,57
2535,BUY,97,82
2536,SELL,105,80
2537,SELL,95,97
2538,BUY,99,25
2539,SELL,96,6
2540,SELL,95,3
2541,BUY,100,46
2542,SELL,97,99
2543,BUY,101,26
2544,SELL,101,69
2545,SELL,104,83
2546,BUY,104,8
2547,SELL,104,36
2548,BUY,98,16
2549,BUY,95,33
2550,BUY,97,16
2551,SELL,104,47
2552,SELL,100,92
2553,BUY,101,23
2554,SELL,99,14
2555,BUY,101,83
2556,BUY,99,79
2557,SELL,98,31
2558,SELL,105,2
2559,SELL,102,94
2560,SELL,102,43
2561,BUY,101,4
2562,BUY,100,32
2563,SELL,97,17
2564,BUY,102,62
2565,BUY,98,57
2566,BUY,102,85
2567,SELL,97,42
2568,SELL,96,52
2569,BUY,103,94
2570,SELL,102,70
2571,SELL,102,36
2572,SELL,101,69
2573,SELL,105,84
2574,SELL,103,32
2575,BUY,99,38
2576,BUY,97,97
2577,SELL,99,36
2578,BUY,99,54
2579,BUY,100,66
2580,SELL,95,22
2581,SELL,98,19
2582,BUY,96,3
2583,BUY,104,5
2584,SELL,99,23
2585,SELL,100,88
2586,BUY,101,10
2587,SELL,98,51
2588,BUY,103,27
2589,BUY,98,23
2590,BUY,104,6
2591,BUY,100,92
2592,SELL,101,32
2593,BUY,98,41
2594,SELL,103,32
2595,BUY,95,68
2596,BUY,99,40
2597,BUY,99,83
2598,BUY,96,66
2599,BUY,95,55
2600,BUY,104,24
2601,SELL,96,38
2602,BUY,105,51
2603,SELL,99,85
2604,SELL,100,55
2605,BUY,98,31
2606,BUY,101,22
2607,SELL,104,4
2608,BUY,97,83
2609,SELL,102,98
2610,BUY,105,33
2611,SELL,97,73
2612,SELL,98,86
2613,BUY,104,81
2614,SELL,105,14
2615,SELL,99,79
2616,BUY,97,46
2617,BUY,103,3
2618,BUY,101,20
2619,BUY,100,69
2620,SELL,96,31
2621,BUY,97,19
2622,SELL,101,89
2623,SELL,99,31
2624,SELL,101,92
2625,SELL,103,17
2626,SELL,96,57
2627,SELL,99,76
2628,BUY,104,73
2629,SELL,102,40
2630,SELL,96,81
2631,SELL,95,67
2632,SELL,101,34
